1,MERG1,1ERG1M1,1
2,SERG2,2ERG2S2,2
3,DIRO3,3IRO3D3,3
4,JIKH4,4IKH4J4,4
5,MFER5,5FER5M5,5
6,CCOX6,6COX6C6,6
7,DNER7,7NER7D7,7
8,AURY8,8URY8A8,8
9,VLI9,9LI9V9,9
10,CEIN10,10EIN10C10,10
11,AYIM11,11YIM11A11,11
12,CARD12,12ARD12C12,12
13,AKRE13,13KRE13A13,13
14,AAND14,14AND14A14,14
15,AERS15,15ERS15A15,15
16,AINK16,16INK16A16,16
17,AUND17,17UND17A17,17
18,AODT18,18ODT18A18,18
19,AMOT19,19MOT19A19,19
20,ARUD20,20RUD20A20,20
21,ASON21,21SON21A21,21
22,ARUD22,22RUD22A22,22
23,AANT23,23ANT23A23,23
24,AEMA24,24EMA24A24,24
25,ATAD25,25TAD25A25,25
26,AHUS26,26HUS26A26,26
27,ARON27,27RON27A27,27
28,AONS28,28ONS28A28,28
29,ASON29,29SON29A29,29
30,AOLD30,30OLD30A30,30
31,AAAS31,31AAS31A31,31
32,ASBY32,32SBY32A32,32
33,AASE33,33ASE33A33,33
34,ASEN34,34SEN34A34,34
35,AANG35,35ANG35A35,35
36,ABAD36,36BAD36A36,36
37,AADI37,37ADI37A37,37
38,ADIE38,38DIE38A38,38
39,AAIR39,39AIR39A39,39
40,AAJA40,40AJA40A40,40
41,AIAN41,41IAN41A41,41
42,ALOS42,42LOS42A42,42
43,ALOZ43,43LOZ43A43,43
44,ABAR44,44BAR44A44,44
45,ARCA45,45RCA45A45,45
46,AARE46,46ARE46A46,46
47,ACAL47,47CAL47A47,47
48,ASTA48,48STA48A48,48
49,AATE49,49ATE49A49,49
50,AATI50,50ATI50A50,50
51,AELL51,51ELL51A51,51
52,AATO52,52ATO52A52,52
53,ATTI53,53TTI53A53,53
54,ANZA54,54NZA54A54,54
55,AAYA55,55AYA55A55,55
56,ASSA56,56SSA56A56,56
57,ANTE57,57NTE57A57,57
58,ABAS58,58BAS58A58,58
59,AASI59,59ASI59A59,59
60,ASSI60,60SSI60A60,60
61,AATE61,61ATE61A61,61
62,ALLO62,62LLO62A62,62
63,ABAY63,63BAY63A63,63
64,ABBE64,64BBE64A64,64
65,ABED65,65BED65A65,65
66,ANTE66,66NTE66A66,66
67,ABEY67,67BEY67A67,67
68,ANTI68,68NTI68A68,68
69,ATON69,69TON69A69,69
70,AITT70,70ITT70A70,70
71,ABOT71,71BOT71A71,71
72,AOTT72,72OTT72A72,72
73,AOUD73,73OUD73A73,73
74,AESE74,74ESE74A74,74
75,ABBS75,75BBS75A75,75
76,ABBY76,76BBY76A76,76
77,ALLA77,77LLA77A77,77
78,ALAH78,78LAH78A78,78
79,ADEL79,79DEL79A79,79
80,ALAL80,80LAL80A80,80
81,AZIZ81,81ZIZ81A81,81
82,AYEN82,82YEN82A82,82
83,AMID83,83MID83A83,83
84,ALLA84,84LLA84A84,84
85,AUTI85,85UTI85A85,85
86,AMAN86,86MAN86A86,86
87,AHED87,87HED87A87,87
88,ABDI88,88BDI88A88,88
89,ADIN89,89DIN89A89,89
90,ABDO90,90BDO90A90,90
91,ADON91,91DON91A91,91
92,AOOL92,92OOL92A92,92
93,ADOU93,93DOU93A93,93
94,ADUL94,94DUL94A94,94
95,AULA95,95ULA95A95,95
96,AZIZ96,96ZIZ96A96,96
97,ARIM97,97RIM97A97,97
